	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00000938	87	87	1	0	0.995703235	1	0.997846992	PF01807.25	CHC2_zinc_finger	ND	ND	ko00001|ko01000|ko03032	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03030_DNA_replication_[PATH:ko03030]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.101__DNA_primase_DnaG|DNA_replication_proteins>>>Prokaryotic_type>>>DNA_Replication_Initiation_Factors>>>Initiation_factors_(bacterial)	ND	ND	K02316	DNA_primase_[EC:2.7.7.101]	ND	ND	L	L	Replication,_recombination_and_repair	COG0358	DNA_primase_(bacterial_type)_(DnaG)_(PDB:3B39)_(PUBMED:28128549)
GC_00000939	87	87	1	0	0.994712668	1	0.997349326	PF00795.27	Carbon-nitrogen_hydrolase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99980_Enzymes_with_EC_numbers|Enzymes>>>2._Transferases>>>2.3__Acyltransferases>>>2.3.1__Transferring_groups_other_than_aminoacyl_groups>>>2.3.1.269__apolipoprotein_N-acyltransferase	ND	ND	K03820	apolipoprotein_N-acyltransferase_[EC:2.3.1.269]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0815	Apolipoprotein_N-acyltransferase_(Lnt)_(PDB:6NWR)
GC_00000940	87	87	1	0	0.99105748	1	0.995508658	PF00849.27	RNA_pseudouridylate_synthase	COG0564	23S_rRNA_modification	ND	ND	ND	ND	ND	ND	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0564	Pseudouridine_synthase_RluA,_23S_rRNA-_or_tRNA-specific_(RluA)_(PDB:2I82)
GC_00000941	87	87	1	0	0.995861892	1	0.997926656	PF03176.20	MMPL_family	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09194_Poorly_characterized>>>99997_Function_unknown	ND	ND	K07003	uncharacterized_protein	ND	ND	R	R	General_function_prediction_only	COG1033	Predicted_exporter_protein,_RND_superfamily_(MMPL)_(PDB:5KHN)
GC_00000942	87	87	1	0	0.99493767	1	0.997462412	PF02096.25	60Kd_inner_membrane_protein	ND	ND	ko00001|ko00001|ko00001|ko03029|ko02044	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09123_Folding,_sorting_and_degradation>>>03060_Protein_export_[PATH:ko03060]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>03070_Bacterial_secretion_system_[PATH:ko03070]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02024_Quorum_sensing_[PATH:ko02024]|Mitochondrial_biogenesis>>>Mitochondrial_quality_control_factors>>>Mitochondrial_respiratory_chain_complex_assembly_factors>>>Complex-IV_assembly_factors|Secretion_system>>>Sec_(secretion)_system>>>Prokaryotic_Sec-SRP_core_components	ND	ND	K03217	YidC/Oxa1_family_membrane_protein_insertase	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0706	Membrane_protein_insertase_Oxa1/YidC/SpoIIIJ_(YidC)_(PDB:3WO6)
GC_00000943	87	87	1	0	0.996896351	1	0.998445764		ND	ND	ND	ko00001|ko01000|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.11__Exodeoxyribonucleases_producing_5'-phosphomonoesters>>>3.1.11.5__exodeoxyribonuclease_V|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecBC_pathway_proteins	ND	ND	K03583	exodeoxyribonuclease_V_gamma_subunit_[EC:3.1.11.5]	ND	ND	L	L	Replication,_recombination_and_repair	COG1330	Scaffold_subunit_RecC_of_the_DNA_repair_enzyme_RecBCD_(exonuclease_V)_(RecC)_(PDB:1W36)_(PUBMED:30601118)
GC_00000944	87	87	1	0	0.992498366	1	0.996235061	PF03330.23	Lytic_transglycolase	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09193_Unclassified:_signaling_and_cellular_processes>>>99992_Structural_proteins	ND	ND	K03642	rare_lipoprotein_A	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0797	Peptidoglycan_lytic_transglycosylase_RlpA,_contains_C-terminal_SPOR_domain_(RlpA)_(PDB:4AVR)_(PUBMED:24806796)
GC_00000945	87	87	1	0	0.995812573	1	0.997901894	PF00474.22	Sodium:solute_symporter_family	ND	ND	ko02000	Transporters>>>Other_transporters>>>Electrochemical_potential-driven_transporters_[TC:2]	ND	ND	K14392	sodium/pantothenate_symporter	ND	ND	H	H	Coenzyme_transport_and_metabolism	COG4145	Na+/panthothenate_symporter_(PanF)
GC_00000946	87	87	1	0	0.996323689	0.99864939	0.997485184	PF02878.21	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I	ND	ND	ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00010_Glycolysis_/_Gluconeogenesis_[PATH:ko00010]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00030_Pentose_phosphate_pathway_[PATH:ko00030]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00052_Galactose_metabolism_[PATH:ko00052]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00500_Starch_and_sucrose_metabolism_[PATH:ko00500]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00520_Amino_sugar_and_nucleotide_sugar_metabolism_[PATH:ko00520]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09104_Nucleotide_metabolism>>>00230_Purine_metabolism_[PATH:ko00230]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09110_Biosynthesis_of_other_secondary_metabolites>>>00521_Streptomycin_biosynthesis_[PATH:ko00521]|Enzymes>>>5._Isomerases>>>5.4__Intramolecular_transferases>>>5.4.2__Phosphotransferases_(phosphomutases)>>>5.4.2.2__phosphoglucomutase_(alpha-D-glucose-1,6-bisphosphate-dependent)	M00855|M00549	Glycogen_degradation,_glycogen_=>_glucose-6P|Nucleotide_sugar_biosynthesis,_glucose_=>_UDP-glucose	K01835	phosphoglucomutase_[EC:5.4.2.2]	M00855|M00549	Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG1109	Phosphomannomutase_(ManB)_(PDB:6MNV)
GC_00000947	87	87	1	0	0.99258536	0.999816244	0.996187681		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000948	87	87	1	0	0.992114647	1	0.996041717	PF05193.26	Peptidase_M16_inactive_domain	ND	ND	ko01000|ko01002	Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.24__Metalloendopeptidases>>>3.4.24.-|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M16:_pitrilysin_family	ND	ND	K07263	zinc_protease_[EC:3.4.24.-]	ND	ND	R	R	General_function_prediction_only	COG0612	Predicted_Zn-dependent_peptidase,_M16_family_(PqqL)_(PDB:6OFS)
GC_00000949	87	87	1	0	0.995827819	1	0.997909549	PF01743.25	Poly_A_polymerase_head_domain	COG0617	tRNA_modification	ND	ND	ND	ND	ND	ND	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0617	tRNA_nucleotidyltransferase/poly(A)_polymerase_(PcnB)_(PDB:3WFR)
GC_00000950	87	87	1	0	0.996028944	1	0.998010522	PF03793.24	PASTA_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG2815	PASTA_domain,_binds_beta-lactams_(PASTA)
GC_00000951	87	87	1	0	0.988136291	0.999839237	0.993953317		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000952	87	87	1	0	0.993963556	1	0.996972641	PF00750.24	tRNA_synthetases_class_I_(R)	COG0018	Aminoacyl-tRNA_synthetases	ko00001|ko01000|ko01007|ko03016|ko03016|ko03029	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>6._Ligases>>>6.1__Forming_carbon-oxygen_bonds>>>6.1.1__Ligases_forming_aminoacyl-tRNA_and_related_compounds>>>6.1.1.19__arginine---tRNA_ligase|Amino_acid_related_enzymes>>>Aminoacyl-tRNA_synthetase>>>Class_I_(G)|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Multi-aminoacyl-tRNA_synthetase_complex_(MSC)|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs|Mitochondrial_biogenesis>>>Mitochondrial_DNA_transcription,_translation,_and_replication_factors>>>Mitochondrial_transcription_and_translation_factors>>>Other_mitochondrial_DNA_transcription_and_translation_factors	ND	ND	K01887	arginyl-tRNA_synthetase_[EC:6.1.1.19]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0018	Arginyl-tRNA_synthetase_(ArgS)_(PDB:1BS2)
GC_00000953	87	87	1	0	0.996463628	1	0.998228682	PF08308.16	PEGA_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000954	87	87	1	0	0.996372869	1	0.998183139	PF01442.23	Apolipoprotein_A1/A4/E_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	D	D	Cell_cycle_control,_cell_division,_chromosome_partitioning	COG1196	Chromosome_segregation_ATPase_Smc_(Smc)_(PDB:5XG3)
GC_00000955	87	87	1	0	0.991299303	1	0.995630643	PF00072.29	Response_regulator_receiver_domain	ND	ND	ko00001|ko01000|ko01001|ko02022	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.13__Protein-histidine_kinases>>>2.7.13.3__histidine_kinase|Protein_kinases>>>Histidine_kinases>>>Cell_cycle_family_[OT]|Two-component_system>>>Cell_cycle_family>>>Hk1-Rrp1_(glycerol_uptake_and_utilization)	ND	ND	K02489	two-component_system,_glycerol_uptake_and_utilization_sensor_kinase_[EC:2.7.13.3]	ND	ND	T|T	T	Signal_transduction_mechanisms|Signal_transduction_mechanisms	COG0642|COG0784	Signal_transduction_histidine_kinase_(BaeS)_(PDB:1JOY)|CheY-like_REC_(receiver)_domain,_includes_chemotaxis_protein_CheY__and_sporulation_regulator_Spo0F_(CheY)_(PDB:6QRJ)
GC_00000956	87	87	1	0	0.988052009	1	0.993990101		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000957	87	87	1	0	0.996482298	0.998843931	0.997661717	PF01584.24	CheW-like_domain	ND	ND	ko00001|ko00001|ko01000|ko01001|ko02022|ko02035	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.13__Protein-histidine_kinases>>>2.7.13.3__histidine_kinase|Protein_kinases>>>Histidine_kinases>>>CheA_family_[OT]|Two-component_system>>>CheA_family>>>CheA-CheYBV_(chemotaxis)|Bacterial_motility_proteins>>>Flagellar_system>>>Chemotaxis_proteins>>>Two_component_system_proteins	ND	ND	K03407	two-component_system,_chemotaxis_family,_sensor_kinase_CheA_[EC:2.7.13.3]	ND	ND	T	T	Signal_transduction_mechanisms	COG0643	Chemotaxis_protein_histidine_kinase_CheA_(CheA)_(PDB:1B3Q)
GC_00000958	87	87	1	0	0.99556337	1	0.997776753	PF02878.21	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG1109	Phosphomannomutase_(ManB)_(PDB:6MNV)
GC_00000959	87	87	1	0	0.992227001	1	0.996098337	PF13419.11	Haloacid_dehalogenase-like_hydrolase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00630_Glyoxylate_and_dicarboxylate_metabolism_[PATH:ko00630]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.3__Phosphoric-monoester_hydrolases>>>3.1.3.18__phosphoglycolate_phosphatase	ND	ND	K01091	phosphoglycolate_phosphatase_[EC:3.1.3.18]	ND	ND	C	C	Energy_production_and_conversion	COG0546	Phosphoglycolate_phosphatase,_HAD_superfamily_(Gph)_(PDB:2NYV)
GC_00000960	87	87	1	0	0.986782232	1	0.993347148	PF07995.16	Glucose_/_Sorbosone_dehydrogenase	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG2133	Glucose/arabinose_dehydrogenase,_beta-propeller_fold_(YliI)_(PDB:1C9U)
GC_00000961	87	87	1	0	0.996555733	0.999040912	0.997796775	PF13570.11	PQQ-like_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG1520	Outer_membrane_protein_assembly_factor_BamB,_contains_PQQ-like_beta-propeller_repeat_(PQQ)_(PDB:6TJG)
GC_00000962	87	87	1	0	0.99131987	1	0.995641017		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG1452	LPS_assembly_outer_membrane_protein_LptD_(organic_solvent_tolerance_protein_OstA)_(LptD)_(PDB:4N4R)
GC_00000963	87	87	1	0	0.992557436	1	0.996264818	PF01739.23	CheR_methyltransferase,_SAM_binding_domain	ND	ND	ko00001|ko00001|ko02035	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|Bacterial_motility_proteins>>>Flagellar_system>>>Chemotaxis_proteins>>>Two_component_system_proteins	ND	ND	K03408	purine-binding_chemotaxis_protein_CheW	ND	ND	T|T	T	Signal_transduction_mechanisms|Signal_transduction_mechanisms	COG0835|COG1352	Chemotaxis_signal_transduction_protein_CheW_(CheW)_(PDB:2QDL)|Methylase_of_chemotaxis_methyl-accepting_proteins_(CheR)_(PDB:1AF7)
GC_00000964	87	87	1	0	0.994351978	1	0.997167991		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000965	87	87	1	0	0.995952651	1	0.997972222		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000966	86	86	1	0	1	1	1	PF02989.19	Lyme_disease_proteins_of_unknown_function	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000967	86	86	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000968	86	86	1	0	1	1	1	PF07405.16	Protein_of_unknown_function_(DUF1506)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000969	86	86	1	0	0.999892334	1	0.999946164	PF07032.16	Protein_of_unknown_function_(DUF1322)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000970	86	86	1	0	0.999878876	1	0.999939434		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000971	86	86	1	0	0.999807803	1	0.999903892	PF02999.19	Borrelia_orf-D_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000972	86	86	1	0	0.999977465	1	0.999988733	PF05085.17	Protein_of_unknown_function_(DUF685)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000973	86	86	1	0	0.999712891	1	0.999856425	PF07341.16	Protein_of_unknown_function_(DUF1473)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000974	86	86	1	0	0.999746446	1	0.999873207		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000975	86	86	1	0	0.999727049	1	0.999863506	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000976	86	86	1	0	0.999190849	1	0.999595261	PF05289.16	Borrelia_hemolysin_accessory_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000977	86	86	1	0	0.998990351	1	0.999494921	PF10934.13	Protein_of_unknown_function_(DUF2634)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000978	86	86	1	0	0.999492545	1	0.999746208	PF05561.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF764)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000979	86	86	1	0	0.998872125	1	0.999435744		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000980	86	86	1	0	0.998516528	1	0.999257713		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000981	86	86	1	0	0.998937879	1	0.999468657	PF07094.16	Protein_of_unknown_function_(DUF1357)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000982	86	86	1	0	0.991313269	1	0.995637688	PF05102.17	holin,_BlyA_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000983	86	86	1	0	0.992724068	0.975057	0.983811225		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000984	86	86	1	0	0.999555584	0.959386792	0.979059351	PF13029.11	Domain_of_unknown_function_(DUF3890)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000985	86	86	1	0	0.998182288	1	0.999090317	PF05606.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF777)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000986	86	86	1	0	0.999278279	1	0.999639009		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000987	86	86	1	0	0.99750531	1	0.998751097	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000988	86	86	1	0	0.994351039	0.999753478	0.99704494		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000989	86	86	1	0	0.996302772	1	0.998147962	PF05632.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF792)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000990	86	86	1	0	0.997489386	0.981331524	0.989344487		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000991	86	86	1	0	0.998791484	0.9978513	0.998321171	PF06381.16	Anti-CBASS_protein_Acb1-like	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	S	S	Function_unknown	COG3567	Uncharacterized_conserved_protein,_DUF1073_domain
GC_00000992	86	86	1	0	0.995029884	1	0.997508751	PF02352.20	Decorin_binding_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000993	86	86	1	0	0.996616636	1	0.998305451	PF05246.16	Protein_of_unknown_function_(DUF735)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000994	86	86	1	0	0.995882145	1	0.997936824		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000995	86	86	1	0	0.996715509	1	0.998355053		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000996	86	86	1	0	0.99814298	1	0.999070627	PF03237.20	Terminase_large_subunit,_T4likevirus-type,_N-terminal	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09192_Unclassified:_genetic_information_processing>>>99976_Replication_and_repair	ND	ND	K06909	phage_terminase_large_subunit	ND	ND	X	X	Mobilome:_prophages,_transposons	COG1783	Phage_terminase_large_subunit_(XtmB)_(PDB:4IDH)
GC_00000997	86	86	1	0	0.995632498	1	0.99781147	PF03434.18	DUF276_	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000998	86	86	1	0	0.989686665	1	0.994816604		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000999	86	86	1	0	0.997848966	1	0.998923325	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001000	86	86	1	0	0.971826396	1	0.985711925		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001001	86	86	1	0	0.99607767	0.996638651	0.996358082	PF00496.27	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle	ND	ND	ko00001|ko00001|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02024_Quorum_sensing_[PATH:ko02024]|Transporters>>>ABC_transporters,_prokaryotic_type>>>Peptide_and_nickel_transporters>>>Oligopeptide_transporter	ND	ND	K15580	oligopeptide_transport_system_substrate-binding_protein	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG4166	ABC-type_oligopeptide_transport_system,_periplasmic_component_(OppA)_(PDB:1B05)
GC_00001002	86	86	1	0	0.994835382	1	0.997411005	PF00820.24	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001003	86	86	1	0	0.99248706	0.986401483	0.989434914		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001004	86	86	1	0	0.989544691	1	0.994744874		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001005	86	86	1	0	0.996512292	1	0.9982531	PF05113.18	Protein_of_unknown_function_(DUF693)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001006	86	86	1	0	0.988083416	0.996031746	0.992041661	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001007	86	86	1	0	0.991892038	0.880484848	0.932874056		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001008	86	86	1	0	0.993987617	0.999508129	0.996740229		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001009	86	86	1	0	0.996763451	1	0.998379102	PF05619.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF787)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001010	86	86	1	0	0.991827485	1	0.995896976		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001011	86	86	1	0	0.987156408	0.995176433	0.991150197	PF03196.18	Protein_of_unknown_function,_DUF261	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001012	86	86	1	0	0.991812873	0.993677881	0.992744501	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001013	85	85	1	0	0.993505284	0.992559672	0.993032253	PF00820.24	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001014	68	85	2	0	0.9902962	0.824279482	0.899693352		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001015	77	85	3	0	0.990287209	0.831996149	0.904266771		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001016	83	84	2	0	0.999493414	1	0.999746643		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001017	83	84	2	0	0.995215042	1	0.997601783		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001018	83	84	2	0	0.98766783	0.977524702	0.98257009		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
